"code","description","code_type"
"29181110","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALCOHOL FUNCTION, BUT WITHOUT OTHER OXYGEN FUNCTION, THE...","l10n_in_hsn"
"29181120","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALCOHOL FUNCTION, BUT WITHOUT OTHER OXYGEN FUNCTION, THE...","l10n_in_hsn"
"29181190","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALCOHOL FUNCTION, BUT WITHOUT OTHER OXYGEN FUNCTION, THE...","l10n_in_hsn"
"29181310","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALCOHOL FUNCTION, BUT WITHOUT OTHER OXYGEN FUNCTION, THE...","l10n_in_hsn"
"29181320","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALCOHOL FUNCTION, BUT WITHOUT OTHER OXYGEN FUNCTION, THE...","l10n_in_hsn"
"29181390","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALCOHOL FUNCTION, BUT WITHOUT OTHER OXYGEN FUNCTION, THE...","l10n_in_hsn"
"29181510","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALCOHOL FUNCTION, BUT WITHOUT OTHER OXYGEN FUNCTION, THE...","l10n_in_hsn"
"29181520","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALCOHOL FUNCTION, BUT WITHOUT OTHER OXYGEN FUNCTION, THE...","l10n_in_hsn"
"29181530","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALCOHOL FUNCTION, BUT WITHOUT OTHER OXYGEN FUNCTION, THE...","l10n_in_hsn"
"29181540","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALCOHOL FUNCTION, BUT WITHOUT OTHER OXYGEN FUNCTION, THE...","l10n_in_hsn"
"29181550","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALCOHOL FUNCTION, BUT WITHOUT OTHER OXYGEN FUNCTION, THE...","l10n_in_hsn"
"29181590","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALCOHOL FUNCTION, BUT WITHOUT OTHER OXYGEN FUNCTION, THE...","l10n_in_hsn"
"29181610","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALCOHOL FUNCTION, BUT WITHOUT OTHER OXYGEN FUNCTION, THE...","l10n_in_hsn"
"29181620","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALCOHOL FUNCTION, BUT WITHOUT OTHER OXYGEN FUNCTION, THE...","l10n_in_hsn"
"29181690","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALCOHOL FUNCTION, BUT WITHOUT OTHER OXYGEN FUNCTION, THE...","l10n_in_hsn"
"29181910","BENZENEACETIC ACID, ALPHA-HYDROXY-ALPHA-PHENYL-","l10n_in_hsn"
"29181920","Cholic acid","l10n_in_hsn"
"29181930","Ricinoleic acid","l10n_in_hsn"
"29181990","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES: OTHER","l10n_in_hsn"
"29182110","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH PHENOL FUNCTION BUT WITHOUT OTHER OXYGEN FUNCTION, THEIR...","l10n_in_hsn"
"29182120","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH PHENOL FUNCTION BUT WITHOUT OTHER OXYGEN FUNCTION, THEIR...","l10n_in_hsn"
"29182190","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH PHENOL FUNCTION BUT WITHOUT OTHER OXYGEN FUNCTION, THEIR...","l10n_in_hsn"
"29182310","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH PHENOL FUNCTION BUT WITHOUT OTHER OXYGEN FUNCTION, THEIR...","l10n_in_hsn"
"29182320","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH PHENOL FUNCTION BUT WITHOUT OTHER OXYGEN FUNCTION, THEIR...","l10n_in_hsn"
"29182330","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH PHENOL FUNCTION BUT WITHOUT OTHER OXYGEN FUNCTION, THEIR...","l10n_in_hsn"
"29182340","Benzyl salicylate","l10n_in_hsn"
"29182390","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH PHENOL FUNCTION BUT WITHOUT OTHER OXYGEN FUNCTION, THEIR...","l10n_in_hsn"
"29182910","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH PHENOL FUNCTION BUT WITHOUT OTHER OXYGEN FUNCTION, THEIR...","l10n_in_hsn"
"29182920","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH PHENOL FUNCTION BUT WITHOUT OTHER OXYGEN FUNCTION, THEIR...","l10n_in_hsn"
"29182930","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH PHENOL FUNCTION BUT WITHOUT OTHER OXYGEN FUNCTION, THEIR...","l10n_in_hsn"
"29182990","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH PHENOL FUNCTION BUT WITHOUT OTHER OXYGEN FUNCTION, THEIR...","l10n_in_hsn"
"29183010","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALDEHYDE OR KETONE FUNCTION BUT WITHOUT OTHER OXYGEN FUN...","l10n_in_hsn"
"29183020","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALDEHYDE OR KETONE FUNCTION BUT WITHOUT OTHER OXYGEN FUN...","l10n_in_hsn"
"29183030","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALDEHYDE OR KETONE FUNCTION BUT WITHOUT OTHER OXYGEN FUN...","l10n_in_hsn"
"29183040","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALDEHYDE OR KETONE FUNCTION BUT WITHOUT OTHER OXYGEN FUN...","l10n_in_hsn"
"29183050","Fluoro benzoyl butyric acid","l10n_in_hsn"
"29183090","CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CARBOXYLIC ACIDS WITH ALDEHYDE OR KETONE FUNCTION BUT WITHOUT OTHER OXYGEN FUN...","l10n_in_hsn"
"29189910","Sodium phenoxy acetate","l10n_in_hsn"
"29189920","Methyl (E)-2-(2-chloro methyl) phenyl)-3-methoxyacrylate","l10n_in_hsn"
"29189990","Other","l10n_in_hsn"
"29190010","PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTOPHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTO-PHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIV...","l10n_in_hsn"
"29190020","PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTOPHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTO-PHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIV...","l10n_in_hsn"
"29190030","PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTOPHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTO-PHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIV...","l10n_in_hsn"
"29190040","PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTOPHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTO-PHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIV...","l10n_in_hsn"
"29190050","PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTOPHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTO-PHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIV...","l10n_in_hsn"
"29190090","PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTOPHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTO-PHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIV...","l10n_in_hsn"
"29199010","PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTO PHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - OTHER -- GLYCEROPHOSPHORIC ACID","l10n_in_hsn"
"29199020","PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTO PHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - OTHER -- CALCIUM GLYCEROPHOSPHATE","l10n_in_hsn"
"29199030","PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTO PHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - OTHER -- IRON GLYCEROPHOSPHATE","l10n_in_hsn"
"29199040","PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTO PHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - OTHER -- SODIUM GLYCEROPHOSPHATE","l10n_in_hsn"
"29199050","PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTO PHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - OTHER -- TRICRESYL PHOSPHATE","l10n_in_hsn"
"29199090","PHOSPHORIC ESTERS AND THEIR SALTS, INCLUDING LACTO PHOSPHATES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - OTHER -- OTHER","l10n_in_hsn"
"29201010","PHOSPHOROTHIOIC ACID, S [2-DIETHYLAMINO)ETHYL] O,O-DIETHYL E","l10n_in_hsn"
"29201020","ESTERS OF OTHER INORGANIC ACIDS OF NON-METALS (EXCLUDING ESTERS OF HYDROGEN HALIDES) AND THEIR SALTS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES","l10n_in_hsn"
"29201910","Phosphorothioic acid, S[2 -(diethyl amino) ethyl] O, O-Diethyl ester","l10n_in_hsn"
"29201920","ESTERS OF OTHER INORGANIC ACIDS OF NON-METALS (EXCLUDING ESTERS OF HYDROGEN ALLIEDS) AND THEIR SALTS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - THIOPHOSPHORIC ESTERS (PHOSPHOROTHIOATES) AND THEIR SALTS; THEIR HALOGENATED, SULPH...","l10n_in_hsn"
"29201990","ESTERS OF OTHER INORGANIC ACIDS OF NON-METALS (EXCLUDING ESTERS OF HYDROGEN ALLIEDS) AND THEIR SALTS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - THIOPHOSPHORIC ESTERS (PHOSPHOROTHIOATES) AND THEIR SALTS; THEIR HALOGENATED, SULPH...","l10n_in_hsn"
"29202910","Dimethyl sulphate","l10n_in_hsn"
"29202920","Diethyl sulphate","l10n_in_hsn"
"29202930","Tris (2, 3 Dibromopropyl) phosphate","l10n_in_hsn"
"29202990","Other","l10n_in_hsn"
"29209010","ESTERS OF OTHER INORGANIC ACIDS OF NON-METALS (EXCLUDING ESTERS OF HYDROGEN HALIDES) AND THEIR SALTS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - OTHER : DIETHYL SULPHATE","l10n_in_hsn"
"29209020","ESTERS OF OTHER INORGANIC ACIDS OF NON-METALS (EXCLUDING ESTERS OF HYDROGEN HALIDES) AND THEIR SALTS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - OTHER : DIMETHYL SULPHATE","l10n_in_hsn"
"29209030","ESTERS OF OTHER INORGANIC ACIDS OF NON-METALS (EXCLUDING ESTERS OF HYDROGEN HALIDES) AND THEIR SALTS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - OTHER : TRIS (2,3 DI-BROMOPROPYL) PHOSPHATE","l10n_in_hsn"
"29209041","TRIMETHYL PHOSPHITE","l10n_in_hsn"
"29209042","TRIETHYL PHOSPHITE","l10n_in_hsn"
"29209043","DIMETHYL PHOSPHITE","l10n_in_hsn"
"29209044","DIETHYL PHOSPHITE","l10n_in_hsn"
"29209090","ESTERS OF OTHER INORGANIC ACIDS OF NON-METALS (EXCLUDING ESTERS OF HYDROGEN HALIDES) AND THEIR SALTS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - OTHER : OTHER","l10n_in_hsn"
"29209099","OTHER","l10n_in_hsn"
"29211110","AMINE- FUNCTION COMPOUNDS - ACYCLIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-METHYLAMINE, DI- OR TRIMETHYLAMINE AND THEIR SALTS : DIMETHYL FORMIDE","l10n_in_hsn"
"29211190","AMINE- FUNCTION COMPOUNDS - ACYCLIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-METHYLAMINE, DI- OR TRIMETHYLAMINE AND THEIR SALTS : OTHER","l10n_in_hsn"
"29211910","2-Chloro N, N-Diisopropyl ethylamine","l10n_in_hsn"
"29211911","2-CHLORO N, N-DI-ISOPROPYL ETHYLAMINE","l10n_in_hsn"
"29211912","2-CHLORO N,N-DI-ISOPROPYL ETHYLAMINE AND ETHANAMINE,2-CHLORO-N,N-DIMETHYL N,N-DIETHYL AMINO ETHYL CHLORIDE HYDROCHLORIDE, DI-METHYL AMINO ETHYLCHLORIDE HYDROCHLORIDE - - - -N,N-DIETHYL AMINO ETHYL CHLORIDE HYDROCHLORIDE","l10n_in_hsn"
"29211913","2-CHLORO N,N-DI-ISOPROPYL ETHYLAMINE AND ETHANAMINE,2-CHLORO-N,N-DIMETHYL N,N-DIETHYL AMINO ETHYL CHLORIDE HYDROCHLORIDE, DI-METHYL AMINO ETHYLCHLORIDE HYDROCHLORIDE - - - - DI-METHYL AMINO ETHYL CHLORIDE HYDROCHLORIDE","l10n_in_hsn"
"29211914","ETHANAMINE, 2-CHLORO-N, N-DIMETHYL","l10n_in_hsn"
"29211920","2-Chloro N, N-Dimethyl ethanamine","l10n_in_hsn"
"29211990","OTHER","l10n_in_hsn"
"29212910","AMINE- FUNCTION COMPOUNDS - ACYCLIC POLYAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-OTHER : HEXAMETHYLENE TETRAMINE (HEXAMINE) NOT PUT UP AS FUEL OR MEDICAMENT","l10n_in_hsn"
"29212920","AMINE- FUNCTION COMPOUNDS - ACYCLIC POLYAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-OTHER : TRIMETHYLENE TRINIFRAMINE","l10n_in_hsn"
"29212940","Tetradecene","l10n_in_hsn"
"29212990","AMINE- FUNCTION COMPOUNDS - ACYCLIC POLYAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-OTHER : OTHER","l10n_in_hsn"
"29213010","AMINE- FUNCTION COMPOUNDS - -CYCLANIC, CYCLENIC OR CYCLOTERPENIC MONO OR POLYAMINES, AND THEIR DERIVATIVES; SALTS THEREOF : CYCLOHEXYLAMINE","l10n_in_hsn"
"29213090","AMINE- FUNCTION COMPOUNDS - CYCLANIC, CYCLENIC OR CYCLOTERPENIC MONO OR POLYAMINES, AND THEIR DERIVATIVES; SALTS THEREOF : OTHER","l10n_in_hsn"
"29214110","AMINE- FUNCTION COMPOUNDS - AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-ANILINE AND ITS SALTS : ANILINE","l10n_in_hsn"
"29214120","AMINE- FUNCTION COMPOUNDS - AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-ANILINE AND ITS SALTS : ANILINE HYDROCHLORIDE","l10n_in_hsn"
"29214190","AMINE- FUNCTION COMPOUNDS - AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-ANILINE AND ITS SALTS : OTHER","l10n_in_hsn"
"29214211","AMINE- FUNCTION COMPOUNDS - AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-ANILINE DERIVATIVES AND THEIR SALTS : PARA CHLOROANILINE, ORTHO CHLORO PARANITROANILINE, DICHLOROANILINE, 2, 6-DICHLORO PARANITROANILINE, 2-4-5-TRICHLOROANILINE : PARA...","l10n_in_hsn"
"29214212","AMINE- FUNCTION COMPOUNDS - AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-ANILINE DERIVATIVES AND THEIR SALTS : PARA CHLOROANILINE, ORTHO CHLORO PARANITROANILINE, DICHLOROANILINE, 2, 6-DICHLORO PARANITROANILINE, 2-4-5-TRICHLOROANILINE : ORTH...","l10n_in_hsn"
"29214213","AMINE- FUNCTION COMPOUNDS - AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-ANILINE DERIVATIVES AND THEIR SALTS : PARA CHLOROANILINE, ORTHO CHLORO PARANITROANILINE, DICHLOROANILINE, 2, 6-DICHLORO PARANITROANILINE, 2-4-5-TRICHLOROANILINE : DICH...","l10n_in_hsn"
"29214214","AMINE- FUNCTION COMPOUNDS - AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-ANILINE DERIVATIVES AND THEIR SALTS : PARA CHLOROANILINE, ORTHO CHLORO PARANITROANILINE, DICHLOROANILINE, 2, 6-DICHLORO PARANITROANILINE, 2-4-5-TRICHLOROANILINE : 2, 6...","l10n_in_hsn"
"29214215","AMINE- FUNCTION COMPOUNDS - AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-ANILINE DERIVATIVES AND THEIR SALTS : PARA CHLOROANILINE, ORTHO CHLORO PARANITROANILINE, DICHLOROANILINE, 2, 6-DICHLORO PARANITROANILINE, 2-4-5-TRICHLOROANILINE : 2-4-...","l10n_in_hsn"
"29214221","AMINE- FUNCTION COMPOUNDS - AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-ANILINE DERIVATIVES AND THEIR SALTS : BENZYL ETHYL ANILINE, ETHYL ANILINE, DIETHYLANILINE, DIMETHYLANILINE, META NITROANILINE, PARA NITROANILINE : BENZYL ETHYL ANILINE","l10n_in_hsn"
"29214222","AMINE- FUNCTION COMPOUNDS - AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-ANILINE DERIVATIVES AND THEIR SALTS :-BENZYL ETHYL ANILINE, ETHYL ANILINE, DIETHYLANILINE, DIMETHYLANILINE, META NITROANILINE, PARA NITROANILINE : DIETHYLANILINE","l10n_in_hsn"
"29214223","AMINE- FUNCTION COMPOUNDS - AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-ANILINE DERIVATIVES AND THEIR SALTS : BENZYL ETHYL ANILINE, ETHYL ANILINE, DIETHYLANILINE, DIMETHYLANILINE, META NITROANILINE, PARA NITROANILINE : DIMETHYLANILINE","l10n_in_hsn"
"29214224","AMINE- FUNCTION COMPOUNDS - AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-ANILINE DERIVATIVES AND THEIR SALTS : BENZYL ETHYL ANILINE, ETHYL ANILINE, DIETHYLANILINE, DIMETHYLANILINE, META NITROANILINE, PARA NITROANILINE : ETHYL ANILINE","l10n_in_hsn"
"29214225","AMINE- FUNCTION COMPOUNDS - AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-ANILINE DERIVATIVES AND THEIR SALTS : BENZYL ETHYL ANILINE, ETHYL ANILINE, DIETHYLANILINE, DIMETHYLANILINE, META NITROANILINE, PARA NITROANILINE : META NITROANILINE","l10n_in_hsn"
"29214226","AMINE- FUNCTION COMPOUNDS - AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-ANILINE DERIVATIVES AND THEIR SALTS : BENZYL ETHYL ANILINE, ETHYL ANILINE, DIETHYLANILINE, DIMETHYLANILINE, META NITROANILINE, PARA NITROANILINE : PARA NITROANILINE","l10n_in_hsn"
"29214231","AMINE- FUNCTION COMPOUNDS - AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-ANILINE DERIVATIVES AND THEIR SALTS : 2-AMINO 3, 5 XYLNE SULPHONIC ACID, BENZYL ETHYL ANILINE SULPHURIC ACID, METANILLIC ACID (META AMINO BENZENE SULPHONIC ACID), SULP...","l10n_in_hsn"
"29214232","AMINE- FUNCTION COMPOUNDS - AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF :-ANILINE DERIVATIVES AND THEIR SALTS : 2-AMINO 3, 5 XYLNE SULPHONIC ACID, BENZYL ETHYL ANILINE SULPHURIC ACID, METANILLIC ACID (META AMINO BENZENE SULPHONIC ACID), SULP...","l10n_in_hsn"
